amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
35.92,18,0,0.56,0.29,22.83,0
3.89,22,0,0.8,0.07,18.0,0
34.77,2,0,0.46,0.44,15.88,0
131.94,17,0,0.3,0.98,10.16,1
6.57,3,0,0.63,0.38,8.09,0
73.29,2,0,0.24,0.79,18.85,1
27.35,11,0,0.56,0.04,22.53,0
54.24,22,0,0.5,0.18,12.81,0
16.07,11,0,0.84,0.02,9.3,0
9.69,16,0,0.53,0.5,2.71,0
9.75,5,0,0.75,0.42,10.1,0
4.65,14,0,0.77,0.34,14.43,0
11.27,1,0,0.62,0.53,23.0,0
55.56,7,0,0.36,0.07,18.37,0
107.72,13,0,0.79,0.43,16.53,0
85.13,4,0,0.4,0.97,13.0,1
58.78,2,0,0.02,0.85,12.08,1
6.85,9,0,0.44,0.08,22.03,0
18.07,6,0,0.5,0.57,16.0,0
19.54,10,0,0.89,0.26,4.49,0
15.38,14,0,0.77,0.03,11.63,0
37.18,1,0,0.57,0.35,10.71,0
39.35,4,0,0.99,0.12,12.27,0
23.07,10,0,0.47,0.0,17.81,0
22.83,7,0,0.73,0.46,14.46,0
89.17,12,0,0.89,0.09,14.62,0
78.86,10,0,0.86,0.57,21.57,0
1953.4,16,0,0.06,0.68,11.52,1
123.55,14,0,0.79,0.05,24.32,0
153.68,0,0,0.48,0.13,11.64,0
20.78,18,0,0.55,0.37,15.45,0
22.88,15,0,0.64,0.2,13.59,0
36.22,18,0,0.85,0.32,15.62,0
142.61,12,0,0.42,0.48,17.22,0
105.5,22,0,0.38,0.48,17.17,0
6.41,21,0,0.41,0.42,11.23,0
25.94,22,0,0.24,0.73,9.39,1
41.3,3,0,0.02,0.85,27.52,1
35.97,10,0,0.95,0.11,12.58,0
11.78,17,0,0.52,0.48,18.5,0
98.88,17,0,0.42,0.19,6.96,0
57.5,9,1,0.75,0.31,13.6,0
91.98,16,0,0.85,0.45,14.36,0
98.87,12,0,0.83,0.24,17.36,0
69.99,13,0,0.8,0.08,2.0,0
29.92,6,0,0.34,0.41,15.83,0
48.15,9,0,0.85,0.49,9.25,0
9.74,2,0,0.65,0.01,16.62,0
56.99,1,0,0.75,0.34,9.82,0
10.88,18,1,0.97,0.28,10.72,0
60.2,6,0,0.87,0.16,13.63,0
14.04,4,0,0.88,0.1,9.74,0
7.25,2,0,0.04,0.91,12.62,1
10.03,1,0,0.63,0.43,9.03,0
1.1,22,0,0.96,0.32,5.83,0
64.42,21,0,0.71,0.59,20.09,0
66.91,5,0,0.2,0.82,8.52,1
37.17,13,0,0.81,0.57,14.11,0
9.8,6,0,0.33,0.31,18.76,0
5.36,21,0,0.82,0.09,11.93,0
1.97,1,0,0.92,0.09,10.87,0
10.06,10,0,0.6,0.37,16.13,0
111.75,20,0,0.59,0.5,20.59,0
14.82,2,0,0.51,0.45,9.15,0
22.87,8,0,0.91,0.39,14.25,0
6.57,7,0,0.68,0.1,6.34,0
13.57,10,0,0.71,0.07,13.03,0
37.62,17,0,0.76,0.0,15.17,0
47.79,0,0,0.51,0.06,10.73,0
15.08,14,0,0.6,0.46,12.72,0
3.97,3,1,0.2,0.62,7.96,1
25.8,3,0,0.99,0.14,15.39,0
14.34,9,0,0.32,0.48,20.28,0
13.39,10,0,0.33,0.12,9.51,0
161.77,17,0,0.6,0.15,11.89,0
48.89,22,0,0.76,0.13,17.51,0
41.7,14,0,0.57,0.03,21.06,0
27.87,2,0,1.0,0.12,7.53,0
29.01,6,0,0.44,0.22,14.16,0
39.92,6,0,0.31,0.24,16.42,0
60.61,16,0,0.43,0.19,14.49,0
61.56,21,0,0.92,0.31,2.62,0
10.42,19,0,0.4,0.23,17.51,0
35.67,23,0,0.64,0.58,22.6,0
27.55,15,0,0.59,0.48,15.58,0
103.21,15,0,0.77,0.56,9.84,0
50.9,7,0,0.34,0.33,12.43,0
39.02,2,0,0.76,0.41,23.85,0
7.13,19,0,0.55,0.1,19.55,0
47.52,14,0,0.95,0.45,18.2,0
7.23,0,0,0.89,0.14,16.78,0
21.56,9,0,0.58,0.09,11.69,0
8.71,1,0,1.0,0.03,14.0,0
59.89,6,0,0.34,0.28,14.61,0
12.55,13,0,0.85,0.17,17.75,0
25.87,15,0,0.6,0.59,22.54,0
114.01,14,1,0.6,0.15,20.59,0
12.43,6,0,0.2,0.67,7.9,1
36.44,12,0,0.66,0.19,16.12,0
28.17,9,0,0.36,0.45,18.68,0
1.91,8,0,0.73,0.4,18.09,0
79.69,8,0,0.47,0.34,11.85,0
4.58,5,0,0.81,0.25,29.57,0
33.15,23,0,0.73,0.4,8.61,0
42.13,11,0,0.82,0.24,9.58,0
50.5,22,0,0.82,0.33,16.17,0
59.34,19,0,0.44,0.35,25.58,0
15.6,19,0,0.3,0.16,10.82,0
1.5,21,0,0.56,0.2,13.67,0
65.27,13,0,0.94,0.01,20.39,0
39.36,19,0,0.7,0.51,14.91,0
91.43,6,0,0.81,0.45,13.33,0
87.13,7,0,0.92,0.11,17.83,0
93.68,7,0,0.93,0.22,16.36,0
34.19,7,0,0.67,0.25,20.15,0
21.3,1,0,0.68,0.2,21.46,0
79.4,13,0,0.9,0.48,16.54,0
31.01,9,0,0.87,0.44,16.46,0
11.13,17,0,0.79,0.46,16.07,0
97.54,17,0,0.72,0.54,17.45,0
108.09,17,1,0.73,0.36,15.28,0
32.4,15,0,0.55,0.37,15.0,0
4.94,19,0,0.89,0.43,20.98,0
25.54,4,0,0.73,0.41,22.58,0
82.36,19,1,0.27,0.88,7.46,1
117.02,4,0,0.47,0.46,15.05,0
12.37,19,0,0.9,0.07,11.56,0
4.47,22,0,0.74,0.56,13.45,0
105.92,9,0,0.58,0.41,17.01,0
25.67,16,0,0.43,0.08,18.35,0
40.02,12,1,0.73,0.46,14.44,0
173.2,16,0,0.43,0.22,5.43,0
4.44,17,0,0.63,0.48,10.17,0
53.25,12,0,0.77,0.57,19.48,0
4.85,16,0,0.7,0.15,2.0,0
24.54,14,1,0.18,0.67,20.94,1
82.43,11,0,0.33,0.46,17.61,0
29.41,9,0,0.5,0.4,21.58,0
294.59,12,0,0.34,0.23,14.01,0
41.94,10,0,0.44,0.07,4.69,0
20.37,2,0,0.24,0.67,17.15,1
13.43,21,0,0.81,0.06,21.37,0
22.58,9,0,0.56,0.3,19.62,0
24.3,10,0,0.95,0.49,11.69,0
4.56,5,0,0.35,0.94,15.43,1
24.07,0,0,0.76,0.12,12.34,0
32.2,5,0,0.98,0.12,10.9,0
65.14,4,0,0.16,0.93,19.78,1
54.46,6,0,0.61,0.28,9.01,0
62.68,21,0,0.79,0.55,10.53,0
1.42,11,0,0.74,0.46,9.48,0
13.27,11,0,0.7,0.44,7.55,0
1634.31,6,0,0.4,0.98,15.73,1
34.08,1,0,0.81,0.02,20.81,0
1.27,0,0,0.76,0.19,14.08,0
82.61,22,0,0.41,0.13,7.47,0
75.1,17,1,0.97,0.43,19.2,0
40.75,11,0,0.69,0.27,23.43,0
4.44,6,0,0.67,0.31,11.77,0
73.73,18,0,0.89,0.49,12.61,0
44.82,21,0,0.75,0.29,17.58,0
77.15,2,0,0.08,0.72,23.11,1
70.67,9,0,0.65,0.51,12.4,0
82.23,10,0,0.85,0.26,8.34,0
37.49,4,0,0.79,0.05,18.16,0
8.56,1,0,0.98,0.31,19.0,0
56.61,7,0,0.32,0.35,15.03,0
49.44,13,0,0.48,0.31,12.21,0
68.79,7,0,0.68,0.15,19.97,0
10.31,22,0,0.73,0.13,17.64,0
11.84,5,0,0.32,0.89,11.16,1
111.55,0,0,0.88,0.1,15.25,0
70.31,23,0,0.42,0.4,8.24,0
120.42,0,0,0.3,0.37,18.43,0
72.09,7,1,0.97,0.38,13.69,0
46.46,10,0,0.57,0.13,12.82,0
54.09,17,0,0.97,0.15,14.84,0
110.97,23,0,0.49,0.47,15.2,0
44.23,9,0,0.34,0.41,19.47,0
51.04,11,0,0.84,0.53,17.96,0
9.51,19,0,0.89,0.24,14.22,0
33.12,22,0,0.64,0.33,18.82,0
64.01,15,0,0.35,0.44,17.0,0
16.8,4,0,0.15,0.7,12.87,1
12.3,15,0,0.43,0.59,14.38,0
19.83,23,0,0.89,0.6,14.26,0
14.82,11,0,0.32,0.96,17.53,1
13.1,5,0,0.89,0.38,13.16,0
28.66,4,0,0.6,0.0,13.05,0
120.21,0,0,0.72,0.42,24.84,0
36.37,18,0,0.85,0.14,19.7,0
11.41,9,0,0.33,0.03,11.2,0
5.0,13,0,0.87,0.42,17.85,0
60.56,20,0,0.4,0.45,15.59,0
25.13,2,0,0.55,0.4,16.96,0
87.25,5,0,0.63,0.22,15.69,0
54.87,4,0,0.93,0.31,20.95,0
80.54,16,0,0.37,0.68,16.73,1
16.87,17,0,0.69,0.44,14.69,0
59.94,11,0,0.75,0.3,20.21,0
16.33,4,0,0.52,0.36,16.17,0
140.9,8,0,0.5,0.56,15.61,0
51.58,11,0,0.64,0.24,16.57,0
20.62,19,0,0.43,0.06,14.53,0
16.7,8,0,0.63,0.2,15.05,0
11.59,2,0,0.84,0.25,12.07,0
60.31,0,0,0.89,0.16,11.24,0
13.34,21,0,0.57,0.32,10.01,0
46.23,14,0,0.73,0.18,8.04,0
16.37,9,0,0.3,0.06,10.6,0
55.23,13,0,0.69,0.11,14.13,0
85.35,6,0,0.98,0.55,15.52,0
76.26,3,0,0.52,0.38,13.64,0
72.53,4,0,0.72,0.19,3.22,0
11.4,19,0,0.83,0.22,22.87,0
5.63,15,0,0.73,0.3,20.43,0
61.02,2,0,0.59,0.4,17.23,0
23.97,16,0,0.41,0.35,24.54,0
29.31,12,0,0.62,0.56,10.11,0
2.58,5,0,0.51,0.38,24.44,0
16.03,4,0,0.09,0.68,10.17,1
2.71,15,0,0.61,0.0,16.19,0
106.68,10,0,0.89,0.53,8.63,0
14.95,16,0,0.44,0.43,15.07,0
41.75,4,0,0.59,0.1,16.93,0
2.99,5,0,0.69,0.16,14.23,0
55.96,9,0,0.39,0.33,18.57,0
20.51,20,0,0.71,0.07,15.5,0
115.1,0,0,0.5,0.47,12.39,0
110.52,20,0,0.46,0.47,12.17,0
20.67,9,0,0.4,0.18,19.05,0
116.61,16,0,0.54,0.04,11.73,0
279.08,2,1,0.38,0.93,19.58,1
88.27,1,0,0.32,0.15,21.11,0
94.18,16,0,0.9,0.04,6.66,0
15.32,3,0,0.58,0.2,20.66,0
43.98,1,0,0.69,0.58,25.3,0
4.48,4,0,0.66,0.48,16.26,0
5.99,9,0,0.95,0.29,18.0,0
341.29,0,0,0.84,0.18,20.19,0
20.77,0,0,0.99,0.25,13.62,0
69.95,3,0,0.86,0.01,15.91,0
83.17,6,0,0.51,0.43,8.43,0
98.6,13,0,0.97,0.06,15.69,0
303.21,13,0,0.99,0.31,17.49,0
14.82,17,0,0.39,0.34,17.58,0
3.06,1,0,0.93,0.0,20.33,0
27.48,0,0,0.76,0.59,11.13,0
7.97,20,0,0.95,0.18,12.34,0
2.13,21,0,0.94,0.05,24.48,0
23.35,15,0,0.92,0.51,14.25,0
77.56,21,0,0.92,0.09,16.0,0
42.76,17,0,0.38,0.01,14.66,0
19.75,15,0,0.4,0.3,10.89,0
54.12,22,1,0.38,0.08,23.12,0
14.2,21,0,0.36,0.59,12.36,0
1.72,23,0,0.55,0.01,9.36,0
73.27,5,0,0.78,0.03,12.75,0
49.87,9,0,0.55,0.5,4.99,0
72.84,1,0,0.8,0.14,11.74,0
2.99,6,0,0.87,0.55,10.16,0
91.74,20,0,0.77,0.19,18.09,0
49.32,16,0,0.63,0.04,11.63,0
42.44,2,0,0.51,0.01,19.44,0
49.99,19,0,0.39,0.17,21.99,0
100.91,11,0,0.65,0.28,18.91,0
45.21,1,0,0.8,0.0,13.92,0
44.49,6,0,0.68,0.35,15.71,0
234.78,16,0,0.81,0.2,7.38,0
71.68,18,0,0.53,0.23,14.33,0
30.2,11,0,0.35,0.16,10.7,0
62.45,8,0,0.84,0.32,18.47,0
25.65,13,0,0.45,0.14,27.86,0
14.0,1,0,0.73,0.08,17.5,0
46.42,20,0,0.86,0.53,5.04,0
132.68,3,0,0.4,0.23,13.19,0
805.08,18,0,0.72,0.05,15.61,0
21.92,20,0,0.78,0.14,15.44,0
4919.35,15,0,0.82,0.19,11.35,0
12.89,21,0,0.4,0.46,16.23,0
272.66,16,0,0.88,0.01,8.79,0
1802.74,1,0,0.28,0.83,10.28,1
53.42,16,1,0.66,0.24,18.23,0
82.59,18,0,0.61,0.58,9.92,0
63.78,7,1,0.08,0.71,17.69,1
45.97,23,0,0.51,0.38,8.15,0
3.74,19,0,0.42,0.12,23.82,0
31.33,5,0,0.6,0.33,11.13,0
57.16,11,0,0.32,0.33,13.88,0
57.59,22,0,0.92,0.05,16.65,0
24.35,17,0,0.41,0.27,12.17,0
143.1,1,0,0.92,0.28,15.72,0
10.16,18,1,0.9,0.19,17.88,0
35.69,23,0,0.62,0.17,19.8,0
59.7,9,0,0.65,0.13,18.96,0
60.72,2,0,0.51,0.0,14.14,0
53.3,11,0,1.0,0.0,14.27,0
17.1,15,0,0.77,0.35,26.75,0
9.49,11,0,0.97,0.17,19.75,0
51.52,7,0,0.59,0.1,10.39,0
46.73,4,0,0.92,0.41,15.5,0
10.88,10,0,0.61,0.32,13.32,0
62.06,9,0,0.91,0.55,14.32,0
31.36,2,1,0.14,0.91,8.85,1
56.09,22,0,0.75,0.44,12.94,0
91.81,8,0,0.78,0.08,24.06,0
10.3,11,0,0.76,0.4,17.9,0
1.97,5,0,0.61,0.42,2.54,0
76.5,18,0,0.78,0.46,21.08,0
48.04,15,0,0.47,0.16,20.45,0
61.14,20,1,0.72,0.38,13.2,0
92.06,22,0,0.69,0.37,18.59,0
82.18,23,0,0.52,0.23,10.7,0
163.11,13,0,0.85,0.4,12.65,0
39.39,3,0,0.07,0.74,22.49,1
34.52,17,1,0.42,0.39,13.64,0
26.7,9,0,0.63,0.36,5.65,0
9.34,17,0,0.92,0.13,14.68,0
43.5,11,0,0.7,0.49,14.61,0
17.22,18,0,0.89,0.52,20.99,0
128.11,7,0,0.66,0.13,15.07,0
44.76,0,0,0.85,0.05,12.89,0
45.93,13,0,0.53,0.36,20.23,0
22.92,22,0,0.87,0.29,15.6,0
3.67,5,0,0.58,0.26,11.25,0
2.61,13,0,0.69,0.46,20.77,0
28.52,1,1,0.02,0.69,15.97,1
5.42,8,1,0.94,0.29,15.01,0
47.68,11,0,0.79,0.0,15.89,0
107.42,4,1,0.34,0.67,9.65,1
108.24,1,0,0.45,0.39,12.36,0
54.8,18,0,0.35,0.5,15.02,0
12.86,6,0,0.54,0.12,14.03,0
100.39,6,0,0.66,0.31,21.36,0
109.62,9,1,0.86,0.27,16.09,0
11.95,16,0,0.58,0.4,19.27,0
67.86,13,0,0.49,0.04,15.05,0
17.88,10,0,0.56,0.53,20.28,0
82.14,19,0,0.79,0.31,16.99,0
295.59,5,0,0.12,0.66,15.07,1
2.52,7,0,0.99,0.2,14.93,0
114.83,18,0,0.42,0.39,10.23,0
49.73,18,0,0.83,0.57,17.53,0
182.31,23,0,0.71,0.57,14.8,0
32.28,23,0,0.22,0.77,12.49,1
94.99,23,0,0.83,0.03,20.53,0
4.22,16,0,0.61,0.24,8.75,0
21.42,23,0,0.78,0.04,12.89,0
4.47,23,0,0.76,0.19,20.14,0
186.13,17,0,0.38,0.1,16.58,0
85.91,11,0,0.89,0.37,14.76,0
96.71,8,0,0.78,0.47,16.26,0
140.0,22,0,0.85,0.31,15.9,0
5.45,23,0,0.61,0.48,7.42,0
25.36,15,0,0.44,0.01,13.25,0
4.68,17,0,0.53,0.49,23.08,0
12.84,15,0,0.93,0.11,11.7,0
14.03,15,0,0.96,0.28,13.41,0
32.66,3,0,0.64,0.27,12.29,0
16.64,22,0,0.51,0.52,14.56,0
6.32,21,0,0.81,0.58,12.08,0
10.17,6,0,0.84,0.15,17.43,0
8.97,0,0,0.87,0.04,15.99,0
181.74,23,0,0.32,0.39,18.87,0
72.21,22,0,0.31,0.3,9.75,0
172.73,19,0,0.55,0.34,13.3,0
29.97,0,0,0.41,0.03,13.87,0
17.31,7,1,0.86,0.47,17.28,0
81.05,22,0,0.67,0.14,11.03,0
20.75,7,0,0.88,0.2,19.58,0
18.79,9,0,0.42,0.14,20.93,0
14.23,0,0,0.74,0.57,10.06,0
7.94,20,0,0.71,0.1,12.55,0
15.82,20,0,0.54,0.44,12.34,0
22.95,13,0,0.66,0.15,28.16,0
57.04,13,0,0.71,0.25,12.85,0
4.23,9,0,0.92,0.6,23.39,0
12.82,18,0,0.34,0.06,8.67,0
83.78,15,0,0.88,0.53,10.05,0
8.95,8,0,0.99,0.57,11.57,0
21.98,19,0,0.81,0.42,10.77,0
101.0,15,0,0.82,0.01,13.66,0
9.42,19,0,0.45,0.49,11.46,0
5.32,7,0,0.67,0.53,10.9,0
34.13,6,0,0.79,0.59,20.79,0
19.01,10,0,0.72,0.5,21.12,0
42.44,20,0,0.57,0.27,19.75,0
82.43,5,0,0.96,0.41,17.62,0
8.38,14,0,0.66,0.29,15.46,0
44.46,18,0,0.98,0.21,12.51,0
3462.28,13,0,0.25,0.7,10.23,1
8.78,14,0,0.86,0.46,16.81,0
49.91,5,0,0.82,0.38,9.13,0
16.99,23,0,0.76,0.5,10.03,0
34.46,9,0,0.31,0.11,20.76,0
5.29,13,1,0.06,0.84,24.5,1
31.77,15,0,0.71,0.19,16.97,0
19.3,12,0,0.94,0.12,20.53,0
87.41,10,0,0.72,0.27,13.77,0
3.93,2,0,0.23,0.95,8.31,1
28.12,7,0,0.52,0.32,18.06,0
31.66,2,0,0.74,0.17,17.85,0
65.55,1,0,0.72,0.21,15.36,0
43.7,20,0,0.97,0.37,13.79,0
56.01,13,0,0.67,0.21,19.81,0
76.04,19,0,0.55,0.32,10.07,0
100.1,20,0,0.67,0.16,11.13,0
19.83,21,0,0.85,0.21,9.96,0
39.61,14,0,0.68,0.42,15.42,0
92.66,2,0,0.53,0.35,9.56,0
228.59,0,1,0.54,0.06,11.58,0
111.15,14,0,0.83,0.58,11.47,0
24.22,19,0,0.35,0.03,13.7,0
11.86,21,1,0.33,0.82,7.56,1
34.61,1,0,0.41,0.42,15.44,0
68.67,17,0,0.96,0.42,21.24,0
34.92,0,0,0.36,0.01,15.68,0
34.0,8,0,0.83,0.39,22.71,0
92.08,2,0,0.74,0.02,21.67,0
23.42,1,0,0.74,0.58,18.89,0
99.23,3,0,0.83,0.42,15.37,0
27.11,15,0,0.58,0.11,15.11,0
20.89,21,0,0.58,0.09,18.82,0
31.26,0,0,0.5,0.34,13.04,0
72.87,8,0,0.72,0.38,5.59,0
7.73,7,1,0.95,0.5,17.46,0
11.93,5,0,0.31,0.64,9.34,1
152.25,19,0,0.79,0.24,10.19,0
10.65,17,0,0.93,0.51,15.0,0
42.93,15,0,0.97,0.33,14.52,0
44.29,7,0,0.86,0.28,7.94,0
34.63,22,0,0.59,0.42,15.83,0
52.75,3,0,0.64,0.06,19.83,0
14.06,2,0,0.95,0.16,9.36,0
41.22,14,0,0.77,0.49,21.36,0
24.27,5,0,0.87,0.3,7.2,0
55.19,0,0,0.07,0.8,25.59,1
8.61,17,0,0.44,0.05,12.94,0
43.3,22,0,0.54,0.19,15.73,0
11.24,10,0,0.43,0.21,5.54,0
17.33,2,1,0.09,0.89,14.69,1
13.34,12,1,0.16,0.96,16.14,1
11.1,16,0,0.69,0.19,14.57,0
88.35,17,0,0.36,0.31,12.18,0
17.82,13,0,0.41,0.32,10.27,0
131.95,6,0,0.47,0.46,20.65,0
176.21,6,0,0.99,0.31,15.15,0
43.35,13,1,0.86,0.36,22.7,0
8.72,23,1,0.77,0.45,12.37,0
24.46,14,0,0.94,0.06,12.83,0
80.91,11,0,0.97,0.58,19.08,0
23.9,11,0,0.62,0.51,6.89,0
5.55,7,0,0.53,0.23,8.93,0
41.69,15,0,0.52,0.44,20.49,0
94.26,8,0,0.33,0.46,9.14,0
80.46,1,0,0.39,0.7,5.9,1
10.63,13,0,0.55,0.11,24.34,0
56.85,23,0,0.33,0.42,8.03,0
13.46,23,0,0.92,0.02,15.92,0
13.31,15,0,0.89,0.07,15.35,0
104.6,4,0,0.14,0.85,2.0,1
15.36,4,0,0.86,0.49,13.66,0
16.28,19,0,0.86,0.36,17.24,0
1.03,20,0,0.53,0.35,16.77,0
103.27,17,0,0.79,0.45,19.52,0
79.65,17,0,0.5,0.54,13.06,0
50.35,4,0,0.35,0.25,18.56,0
70.37,10,0,0.65,0.07,11.55,0
9.25,12,0,0.61,0.5,7.95,0
31.65,2,0,0.39,0.91,8.51,1
22.63,16,0,0.64,0.08,7.69,0
5.92,17,0,0.96,0.37,20.05,0
34.29,13,0,0.81,0.35,7.43,0
127.75,11,0,0.82,0.28,16.37,0
3.04,13,0,0.83,0.52,13.67,0
18.23,17,0,0.82,0.16,14.49,0
12.63,19,0,0.31,0.01,21.82,0
14.6,1,0,0.95,0.19,12.81,0
120.54,6,1,0.88,0.01,18.06,0
32.56,14,0,0.49,0.33,15.19,0
32.4,9,0,0.69,0.23,14.24,0
72.48,14,0,0.73,0.49,26.5,0
9.39,16,0,0.39,0.48,7.79,0
34.4,10,0,0.48,0.26,21.45,0
29.1,1,0,0.32,0.13,18.28,0
46.43,20,1,0.9,0.25,12.6,0
387.18,17,0,0.32,0.38,23.15,0
74.36,3,0,0.52,0.11,5.76,0
26.36,8,0,0.35,0.46,12.39,0
88.88,16,0,0.85,0.2,8.96,0
10.36,16,0,0.95,0.56,17.06,0
2.55,16,0,0.69,0.31,9.43,0
12.44,15,0,0.18,0.74,17.17,1
21.81,19,0,0.69,0.37,14.07,0
36.73,7,0,0.84,0.33,12.6,0
48.74,22,0,0.8,0.41,16.94,0
121.73,14,1,0.82,0.49,13.66,0
36.65,0,0,0.5,0.39,9.56,0
35.79,18,1,0.13,0.93,29.01,1
4832.92,14,0,0.36,0.98,12.56,1
2.78,8,0,0.97,0.17,3.91,0
41.05,4,0,0.73,0.14,10.79,0
29.83,15,0,0.81,0.48,8.66,0
92.37,12,0,0.93,0.05,19.13,0
9.76,15,0,0.9,0.48,16.61,0
2.26,21,0,0.45,0.23,16.99,0
30.8,10,0,0.34,0.05,13.15,0
14.56,12,0,0.95,0.25,13.6,0
3.54,5,0,0.99,0.18,13.15,0
65.48,19,0,0.7,0.36,14.59,0
6.92,16,0,0.92,0.28,19.18,0
47.87,4,0,0.22,0.83,16.68,1
17.5,16,0,0.0,0.94,17.5,1
10.53,0,0,0.65,0.24,17.5,0
24.88,4,0,0.87,0.28,19.42,0
81.83,4,0,0.76,0.51,16.44,0
2426.09,6,0,0.34,1.0,16.79,1
70.47,15,1,0.01,0.75,20.94,1
7.7,17,0,0.52,0.24,11.67,0
75.09,5,0,0.96,0.3,10.72,0
14.52,1,0,0.39,0.06,9.07,0
57.57,12,0,0.81,0.06,15.91,0
42.71,9,0,0.83,0.25,5.73,0
133.36,20,0,0.81,0.02,17.31,0
25.5,19,0,0.99,0.15,14.45,0
4.42,10,0,0.59,0.12,20.67,0
1.97,20,0,0.78,0.29,11.64,0
88.68,1,0,0.44,0.01,13.98,0
38.19,7,0,0.58,0.41,20.61,0
75.64,23,0,0.64,0.51,21.92,0
14.36,21,0,0.45,0.42,11.6,0
22.16,18,0,0.93,0.49,15.91,0
2.53,19,0,0.8,0.39,16.47,0
163.84,16,0,0.5,0.3,16.87,0
56.11,15,0,0.39,0.13,13.69,0
136.31,9,0,0.5,0.17,21.41,0
16.43,4,0,0.74,0.19,5.55,0
48.27,13,1,0.88,0.02,12.89,0
57.74,23,0,0.65,0.55,17.24,0
20.1,18,0,0.37,0.54,17.29,0
95.23,3,0,0.11,0.98,21.76,1
148.03,19,0,0.54,0.33,20.99,0
109.08,15,0,0.75,0.28,13.57,0
68.17,23,0,0.47,0.41,21.5,0
17.25,14,0,0.46,0.36,11.43,0
17.54,8,0,0.5,0.07,19.65,0
166.33,2,0,0.71,0.4,24.05,0
1.52,22,0,0.64,0.37,21.07,0
63.95,8,0,0.89,0.32,15.53,0
62.25,17,0,0.79,0.24,13.34,0
49.73,3,0,0.34,0.64,7.36,1
231.81,18,0,0.41,0.51,16.55,0
19.69,23,0,0.34,0.35,9.42,0
21.77,3,0,0.66,0.0,11.03,0
5.11,8,0,0.35,0.26,9.05,0
30.24,0,0,0.55,0.42,12.7,0
16.13,0,0,0.32,0.07,14.86,0
22.03,19,0,0.42,0.24,16.37,0
90.96,18,0,0.38,0.12,12.0,0
138.04,2,0,0.86,0.2,20.35,0
11.27,9,0,0.54,0.02,13.96,0
24.3,11,0,0.36,0.08,11.06,0
132.99,17,0,0.49,0.27,16.13,0
4.19,13,0,0.78,0.54,24.82,0
5.85,9,0,0.82,0.29,16.68,0
9.88,9,1,0.34,0.98,13.19,1
46.22,17,0,0.84,0.47,7.36,0
9.15,23,0,0.56,0.16,13.9,0
173.22,0,0,0.78,0.06,16.17,0
30.59,14,0,0.77,0.13,13.06,0
35.81,7,0,0.86,0.47,6.67,0
15.16,2,0,0.79,0.41,10.75,0
32.83,17,0,0.33,0.05,22.27,0
55.22,8,0,0.66,0.4,22.17,0
70.55,15,0,0.42,0.56,10.57,0
71.09,20,0,0.98,0.03,18.36,0
44.12,14,0,0.48,0.37,9.11,0
118.36,4,0,0.59,0.23,22.02,0
86.03,12,0,0.44,0.3,16.23,0
71.74,21,0,0.39,0.32,19.75,0
3.86,19,0,0.72,0.46,6.42,0
1.35,6,0,0.65,0.33,18.39,0
12.94,15,0,0.56,0.36,14.96,0
55.46,6,0,0.36,0.2,19.26,0
27.48,21,0,0.82,0.08,19.57,0
26.74,15,0,0.3,0.41,15.33,0
108.96,12,0,0.62,0.0,12.0,0
113.96,16,0,0.74,0.2,18.9,0
120.94,8,0,0.6,0.13,14.7,0
19.83,11,0,0.39,0.23,10.64,0
59.73,12,0,0.84,0.19,10.4,0
16.85,8,0,0.53,0.42,7.61,0
11.57,4,1,0.29,0.81,12.45,1
11.21,6,0,0.69,0.34,20.51,0
21.94,0,0,0.31,0.27,15.89,0
29.1,3,0,0.53,0.48,12.35,0
89.88,3,0,0.83,0.26,19.02,0
7.39,15,0,0.94,0.52,10.84,0
67.39,4,0,0.71,0.0,15.48,0
38.91,21,0,0.45,0.36,14.1,0
17.98,3,0,0.24,0.82,18.9,1
34.94,5,0,0.72,0.43,7.11,0
18.83,22,0,0.58,0.14,10.75,0
46.33,2,0,0.42,0.23,6.81,0
29.44,7,0,0.85,0.23,13.7,0
9.98,16,0,0.44,0.51,21.06,0
7.2,17,0,0.53,0.06,12.47,0
40.56,17,0,0.34,0.4,12.45,0
117.35,11,0,0.79,0.59,19.36,0
22.08,0,0,0.49,0.01,20.34,0
67.03,22,0,0.19,0.72,14.56,1
54.74,11,0,0.51,0.01,18.42,0
135.09,10,0,0.91,0.5,9.62,0
87.01,12,1,0.66,0.58,21.89,0
42.81,2,0,0.38,0.94,25.74,1
54.51,7,0,0.84,0.28,17.61,0
4063.82,2,0,0.33,0.69,4.58,1
26.5,16,0,0.59,0.07,12.21,0
20.79,12,0,0.7,0.26,18.06,0
1.54,9,0,0.71,0.18,12.89,0
88.59,16,0,0.35,0.24,21.36,0
81.72,2,0,0.89,0.42,17.94,0
6.52,12,0,0.64,0.05,11.47,0
44.0,21,0,0.99,0.6,15.16,0
32.18,5,0,0.8,0.38,10.53,0
7.32,13,0,0.99,0.52,14.09,0
198.04,9,0,0.62,0.5,12.23,0
13.08,19,0,0.4,0.46,20.87,0
4.48,15,0,0.81,0.02,25.58,0
46.17,17,0,0.84,0.31,7.84,0
68.14,12,0,0.9,0.2,5.38,0
2.65,9,0,0.51,0.07,13.77,0
54.75,5,0,0.66,0.21,7.41,0
